cfgid,usemsk,usepad,roi,interp,optim,linesearch,divini,srcgrd,ffdgrd,passdof,conjtot,levels,iters,steps,rejects,lastn,epsilon,sim,bins,padbins,window,ds,be,le,lj,nj,jaceps,gamma,im,imsteps,maxsv,nbch,uselie
0131,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.001,0.000,0.050,0,0.1,0.5,SS,64,-1,2,false
0132,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.001,0.000,0.100,0,0.1,0.5,SS,64,-1,2,false
0133,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.001,0.005,0.000,0,0.1,0.5,SS,64,-1,2,false
0134,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.001,0.005,0.010,0,0.1,0.5,SS,64,-1,2,false
0135,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.001,0.005,0.050,0,0.1,0.5,SS,64,-1,2,false
0136,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.001,0.005,0.100,0,0.1,0.5,SS,64,-1,2,false
0137,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.001,0.010,0.000,0,0.1,0.5,SS,64,-1,2,false
0138,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.001,0.010,0.010,0,0.1,0.5,SS,64,-1,2,false
0139,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.001,0.010,0.050,0,0.1,0.5,SS,64,-1,2,false
0140,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.001,0.010,0.100,0,0.1,0.5,SS,64,-1,2,false
0141,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.001,0.050,0.000,0,0.1,0.5,SS,64,-1,2,false
0142,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.001,0.050,0.010,0,0.1,0.5,SS,64,-1,2,false
0143,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.001,0.050,0.050,0,0.1,0.5,SS,64,-1,2,false
0144,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.001,0.050,0.100,0,0.1,0.5,SS,64,-1,2,false
0145,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.005,0.000,0.000,0,0.1,0.5,SS,64,-1,2,false
0146,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.005,0.000,0.010,0,0.1,0.5,SS,64,-1,2,false
0147,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.005,0.000,0.050,0,0.1,0.5,SS,64,-1,2,false
0148,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.005,0.000,0.100,0,0.1,0.5,SS,64,-1,2,false
0149,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.005,0.005,0.000,0,0.1,0.5,SS,64,-1,2,false
0150,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.005,0.005,0.010,0,0.1,0.5,SS,64,-1,2,false
0151,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.005,0.005,0.050,0,0.1,0.5,SS,64,-1,2,false
0152,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.005,0.005,0.100,0,0.1,0.5,SS,64,-1,2,false
0153,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.005,0.010,0.000,0,0.1,0.5,SS,64,-1,2,false
0154,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.005,0.010,0.010,0,0.1,0.5,SS,64,-1,2,false
0155,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.005,0.010,0.050,0,0.1,0.5,SS,64,-1,2,false
0156,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.005,0.010,0.100,0,0.1,0.5,SS,64,-1,2,false
0157,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.005,0.050,0.000,0,0.1,0.5,SS,64,-1,2,false
0158,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.005,0.050,0.010,0,0.1,0.5,SS,64,-1,2,false
0159,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.005,0.050,0.050,0,0.1,0.5,SS,64,-1,2,false
0160,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.005,0.050,0.100,0,0.1,0.5,SS,64,-1,2,false
0161,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.010,0.000,0.000,0,0.1,0.5,SS,64,-1,2,false
0162,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.010,0.000,0.010,0,0.1,0.5,SS,64,-1,2,false
0163,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.010,0.000,0.050,0,0.1,0.5,SS,64,-1,2,false
0164,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.010,0.000,0.100,0,0.1,0.5,SS,64,-1,2,false
0165,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.010,0.005,0.000,0,0.1,0.5,SS,64,-1,2,false
0166,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.010,0.005,0.010,0,0.1,0.5,SS,64,-1,2,false
0167,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.010,0.005,0.050,0,0.1,0.5,SS,64,-1,2,false
0168,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.010,0.005,0.100,0,0.1,0.5,SS,64,-1,2,false
0169,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.010,0.010,0.000,0,0.1,0.5,SS,64,-1,2,false
0170,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.010,0.010,0.010,0,0.1,0.5,SS,64,-1,2,false
0171,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.010,0.010,0.050,0,0.1,0.5,SS,64,-1,2,false
0172,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.010,0.010,0.100,0,0.1,0.5,SS,64,-1,2,false
0173,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.010,0.050,0.000,0,0.1,0.5,SS,64,-1,2,false
0174,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.010,0.050,0.010,0,0.1,0.5,SS,64,-1,2,false
0175,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.010,0.050,0.050,0,0.1,0.5,SS,64,-1,2,false
0176,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.010,0.050,0.100,0,0.1,0.5,SS,64,-1,2,false
0177,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.050,0.000,0.000,0,0.1,0.5,SS,64,-1,2,false
0178,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.050,0.000,0.010,0,0.1,0.5,SS,64,-1,2,false
0179,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.050,0.000,0.050,0,0.1,0.5,SS,64,-1,2,false
0180,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.050,0.000,0.100,0,0.1,0.5,SS,64,-1,2,false
0181,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.050,0.005,0.000,0,0.1,0.5,SS,64,-1,2,false
0182,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.050,0.005,0.010,0,0.1,0.5,SS,64,-1,2,false
0183,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.050,0.005,0.050,0,0.1,0.5,SS,64,-1,2,false
0184,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.050,0.005,0.100,0,0.1,0.5,SS,64,-1,2,false
0185,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.050,0.010,0.000,0,0.1,0.5,SS,64,-1,2,false
0186,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.050,0.010,0.010,0,0.1,0.5,SS,64,-1,2,false
0187,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.050,0.010,0.050,0,0.1,0.5,SS,64,-1,2,false
0188,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.050,0.010,0.100,0,0.1,0.5,SS,64,-1,2,false
0189,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.050,0.050,0.000,0,0.1,0.5,SS,64,-1,2,false
0190,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.050,0.050,0.010,0,0.1,0.5,SS,64,-1,2,false
0191,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.050,0.050,0.050,0,0.1,0.5,SS,64,-1,2,false
0192,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.050,0.050,0.100,0,0.1,0.5,SS,64,-1,2,false
0193,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.100,0.000,0.000,0,0.1,0.5,SS,64,-1,2,false
0194,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.100,0.000,0.010,0,0.1,0.5,SS,64,-1,2,false
0195,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.100,0.000,0.050,0,0.1,0.5,SS,64,-1,2,false
0196,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.100,0.000,0.100,0,0.1,0.5,SS,64,-1,2,false
0197,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.100,0.005,0.000,0,0.1,0.5,SS,64,-1,2,false
0198,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.100,0.005,0.010,0,0.1,0.5,SS,64,-1,2,false
0199,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.100,0.005,0.050,0,0.1,0.5,SS,64,-1,2,false
0200,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.100,0.005,0.100,0,0.1,0.5,SS,64,-1,2,false
0201,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.100,0.010,0.000,0,0.1,0.5,SS,64,-1,2,false
0202,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.100,0.010,0.010,0,0.1,0.5,SS,64,-1,2,false
0203,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.100,0.010,0.050,0,0.1,0.5,SS,64,-1,2,false
0204,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.100,0.010,0.100,0,0.1,0.5,SS,64,-1,2,false
0205,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.100,0.050,0.000,0,0.1,0.5,SS,64,-1,2,false
0206,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.100,0.050,0.010,0,0.1,0.5,SS,64,-1,2,false
0207,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.100,0.050,0.050,0,0.1,0.5,SS,64,-1,2,false
0208,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.100,0.050,0.100,0,0.1,0.5,SS,64,-1,2,false
0209,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.500,0.000,0.000,0,0.1,0.5,SS,64,-1,2,false
0210,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.500,0.000,0.010,0,0.1,0.5,SS,64,-1,2,false
0211,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.500,0.000,0.050,0,0.1,0.5,SS,64,-1,2,false
0212,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.500,0.000,0.100,0,0.1,0.5,SS,64,-1,2,false
0213,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.500,0.005,0.000,0,0.1,0.5,SS,64,-1,2,false
0214,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.500,0.005,0.010,0,0.1,0.5,SS,64,-1,2,false
0215,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.500,0.005,0.050,0,0.1,0.5,SS,64,-1,2,false
0216,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.500,0.005,0.100,0,0.1,0.5,SS,64,-1,2,false
0217,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.500,0.010,0.000,0,0.1,0.5,SS,64,-1,2,false
0218,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.500,0.010,0.010,0,0.1,0.5,SS,64,-1,2,false
0219,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.500,0.010,0.050,0,0.1,0.5,SS,64,-1,2,false
0220,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.500,0.010,0.100,0,0.1,0.5,SS,64,-1,2,false
0221,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.500,0.050,0.000,0,0.1,0.5,SS,64,-1,2,false
0222,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.500,0.050,0.010,0,0.1,0.5,SS,64,-1,2,false
0223,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.500,0.050,0.050,0,0.1,0.5,SS,64,-1,2,false
0224,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Analytic,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.500,0.050,0.100,0,0.1,0.5,SS,64,-1,2,false
0225,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.000,0.000,0.000,0,0.1,0.5,SS,64,-1,0,false
0226,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.000,0.000,0.010,0,0.1,0.5,SS,64,-1,0,false
0227,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.000,0.000,0.050,0,0.1,0.5,SS,64,-1,0,false
0228,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.000,0.000,0.100,0,0.1,0.5,SS,64,-1,0,false
0229,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.000,0.005,0.000,0,0.1,0.5,SS,64,-1,0,false
0230,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.000,0.005,0.010,0,0.1,0.5,SS,64,-1,0,false
0231,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.000,0.005,0.050,0,0.1,0.5,SS,64,-1,0,false
0232,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.000,0.005,0.100,0,0.1,0.5,SS,64,-1,0,false
0233,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.000,0.010,0.000,0,0.1,0.5,SS,64,-1,0,false
0234,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.000,0.010,0.010,0,0.1,0.5,SS,64,-1,0,false
0235,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.000,0.010,0.050,0,0.1,0.5,SS,64,-1,0,false
0236,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.000,0.010,0.100,0,0.1,0.5,SS,64,-1,0,false
0237,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.000,0.050,0.000,0,0.1,0.5,SS,64,-1,0,false
0238,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.000,0.050,0.010,0,0.1,0.5,SS,64,-1,0,false
0239,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.000,0.050,0.050,0,0.1,0.5,SS,64,-1,0,false
0240,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.000,0.050,0.100,0,0.1,0.5,SS,64,-1,0,false
0241,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.001,0.000,0.000,0,0.1,0.5,SS,64,-1,0,false
0242,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.001,0.000,0.010,0,0.1,0.5,SS,64,-1,0,false
0243,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.001,0.000,0.050,0,0.1,0.5,SS,64,-1,0,false
0244,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.001,0.000,0.100,0,0.1,0.5,SS,64,-1,0,false
0245,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.001,0.005,0.000,0,0.1,0.5,SS,64,-1,0,false
0246,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.001,0.005,0.010,0,0.1,0.5,SS,64,-1,0,false
0247,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.001,0.005,0.050,0,0.1,0.5,SS,64,-1,0,false
0248,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.001,0.005,0.100,0,0.1,0.5,SS,64,-1,0,false
0249,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.001,0.010,0.000,0,0.1,0.5,SS,64,-1,0,false
0250,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.001,0.010,0.010,0,0.1,0.5,SS,64,-1,0,false
0251,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.001,0.010,0.050,0,0.1,0.5,SS,64,-1,0,false
0252,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.001,0.010,0.100,0,0.1,0.5,SS,64,-1,0,false
0253,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.001,0.050,0.000,0,0.1,0.5,SS,64,-1,0,false
0254,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.001,0.050,0.010,0,0.1,0.5,SS,64,-1,0,false
0255,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.001,0.050,0.050,0,0.1,0.5,SS,64,-1,0,false
0256,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.001,0.050,0.100,0,0.1,0.5,SS,64,-1,0,false
0257,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.005,0.000,0.000,0,0.1,0.5,SS,64,-1,0,false
0258,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.005,0.000,0.010,0,0.1,0.5,SS,64,-1,0,false
0259,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.005,0.000,0.050,0,0.1,0.5,SS,64,-1,0,false
0260,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.005,0.000,0.100,0,0.1,0.5,SS,64,-1,0,false
0261,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.005,0.005,0.000,0,0.1,0.5,SS,64,-1,0,false
0262,true,true,Union,Linear,ConjugateGradientDescent,Adaptive,false,true,Convolution,false,true,4,200,12,12,0,0,NMI,64,false,5,2.5,0.005,0.005,0.010,0,0.1,0.5,SS,64,-1,0,false
